"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"RS-0103","boot","App attempts to bind to a port","model_load_GB > instance_RAM_GB (predictive OOM)","Check OOM in metrics; suggest plan upgrade OR add NODE_OPTIONS=--max-old-space-size","Mark deploy 'failed'; do not auto-rollback (need human eyes on new failure mode)","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0104","boot","App attempts to bind to a port","health_check_handler calls DB on every call (slow, false negatives)","Add healthCheckPath to render.yaml; add /healthz handler that returns 200; redeploy","Capture boot logs and exit code; page on-call with full context","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0105","boot","App attempts to bind to a port","health_check_handler calls external API (cascading failures)","Make health check handler lightweight (no DB / external calls); redeploy","Keep old service running; surface new instance logs to operator","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0106","boot","App attempts to bind to a port","health_check_path == '/' AND app root returns 200","Set healthCheckPath to /ready (heavy check); let /healthz be the always-200; redeploy","Pause auto-deploy on this branch; require manual deploy","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0107","boot","App attempts to bind to a port","service has no healthCheckPath configured (TCP fallback only)","Increase maxShutdownDelaySeconds (up to 300s); redeploy","Mark deploy 'failed'; do not auto-rollback (need human eyes on new failure mode)","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0108","boot","App attempts to bind to a port","tcp_check_port accepts connection within 5s (Render default)","Wrap start command with 'exec' to forward SIGTERM; redeploy","Capture boot logs and exit code; page on-call with full context","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0109","boot","App binds to a non-PORT env value (e.g. hardcoded 3000)","PORT env is set AND app calls app.listen(process.env.PORT, '0.0.0.0')","Mark deploy 'failed' (process exited); capture exit code + last log line; rollback","Mark deploy 'failed'; do not auto-rollback (need human eyes on new failure mode)","high","render.com/docs/health-checks; render.com/articles/how-render-handles-zero-downtime-deploys"
"RS-0110","runtime","Live service receives a request","request_status_code is 2xx","Emit 'request_ok' metric; do not escalate","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0111","runtime","Live service receives a request","request_status_code is 5xx (server error)","Emit 5xx alert; capture stack trace; correlate with deploy_id (if recent) - consider rollback","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0112","runtime","Live service receives a request","request_status_code is 4xx (client error)","Emit 4xx metric; do not auto-rollback (client error, not platform)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0113","runtime","Live service receives a request","uncaught_exception_count_last_5min > 0","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0114","runtime","Live service receives a request","process_resident_memory_MB > 90% of instance RAM","Capture first exception line; correlate with recent deploy; if matches, rollback","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0115","runtime","Live service receives a request","process_cpu_percent_avg_last_5min > 80","Restart instance (Render auto-restart); if persists, escalate to on-call","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0116","runtime","Live service receives a request","outbound_response_time_ms > p99_threshold AND external service degraded","Scale out (increase instance count) to reduce per-instance load","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0117","runtime","Live service receives a request","db_connection_pool_active >= 0.9 * pool_size","Scale in (decrease instance count) during off-peak to save cost","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0118","runtime","Live service receives a request","db_query_duration_ms > 1000 for query X","Open connection pool; add retry with backoff; release connections on error","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0119","runtime","Live service receives a request","db_error_log matches /SSL|sslmode|certificate/i","Switch DB connection string to internal URL (Postgres / Key Value)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0120","runtime","Live service receives a request","fs_write_attempted_outside_disk_mount_path","Add '?sslmode=require' to DATABASE_URL; restart service","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0121","runtime","Live service receives a request","fs_read_attempted_at_/etc/secrets/<filename> (Docker image not injected)","Attach persistent disk; mount at app write path; migrate existing data","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0122","runtime","Live service receives a request","last_inbound_request_time > 900s ago (15 min idle, free tier)","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0123","runtime","Live service receives a request","first_request_after_idle AND instance_type == 'free' (50s cold start)","Ping service to keep it warm (avoid free-tier sleep) OR upgrade to always-on","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0124","runtime","Live service receives a request","autoscale_metric_cpu > target_cpu_percent for >3m","Suggest minInstances=2 (Pro+) or upgrade plan to avoid cold start","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0125","runtime","Live service receives a request","autoscale_metric_memory > target_memory_percent for >3m","Move heavy startup (model load) to a /ready gate; use /healthz as default","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0126","runtime","Live service receives a request","current_instance_count == maxInstances (scaling capped)","Add 'try { ... } catch { res.status(500).send() }' around handler; redeploy","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0127","runtime","Live service receives a request","outbound_ip_in_external_allowlist == false","Patch handler to return non-empty 200 body; redeploy","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0128","runtime","Live service receives a request","secret_files_combined_size_bytes > 1MB","Switch to stateless auth (JWT) OR add sticky sessions (Render private service)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0129","runtime","Live service receives a request","ALLOWED_HOSTS contains request_host (Django check)","Configure log forwarder to stdout/stderr; redeploy","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0130","runtime","Live service receives a request","static_site_rewrite_rule covers request_path","Truncate or paginate large query result; add LIMIT; redeploy","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0131","runtime","Live service receives a request","service_has_collectstatic_output AND static_files_served_from_disk","Add file descriptor limit raise; close unused handles; redeploy","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0132","runtime","Live service receives a request","open_port_count > 75 (private network limit)","Add pprof endpoint (Pro+); capture heap; find leak; redeploy","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0133","runtime","Live service receives a request","service_type == 'background_worker' AND inbound_http_requested","Cap log line size client-side; log summary not full body; redeploy","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0134","runtime","Live service receives a request","workspace created before 2022-01-23 AND region == 'oregon' (no fixed IP)","Move long-poll to background worker (not web service); communicate via Redis","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0135","runtime","Live service receives a request","cron_runtime > 15 min (Render cron hard limit)","Implement exponential backoff on client reconnect; document for SDK users","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0136","runtime","Live service receives a request","cron_running AND previous_run_still_active (overlap)","Suggest upgrade to Starter ($7/mo) for always-on (free tier sleeps)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0137","runtime","Live service receives a request","handler_returns_200 AND body_contains_stack_trace","Emit 'request_ok' metric; do not escalate","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0138","runtime","Live service receives a request","handler_returns_200 AND body_is_empty","Emit 5xx alert; capture stack trace; correlate with deploy_id (if recent) - consider rollback","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0139","runtime","Live service receives a request","service_uses_session_cookies AND instance_count > 1 (no sticky sessions)","Emit 4xx metric; do not auto-rollback (client error, not platform)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0140","runtime","Live service receives a request","log_stream_contains_stderr_only (not /var/log) - good","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0141","runtime","Live service receives a request","log_stream_contains_/var/log path (not captured by Render)","Capture first exception line; correlate with recent deploy; if matches, rollback","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0142","runtime","Live service receives a request","log_line_size_bytes > 256KB (Render truncates)","Restart instance (Render auto-restart); if persists, escalate to on-call","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0143","runtime","Live service receives a request","in_flight_request_duration > max_shutdown_delay_seconds (gets killed)","Scale out (increase instance count) to reduce per-instance load","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0144","runtime","Live service receives a request","websocket_connection_during_deploy (no sticky = reconnect storm)","Scale in (decrease instance count) during off-peak to save cost","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0145","runtime","Live service receives a request","first_request_after_cold_start AND free_tier == true","Open connection pool; add retry with backoff; release connections on error","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0146","runtime","Live service receives a request","query_result_row_count > 100000 (likely N+1 / unbounded select)","Switch DB connection string to internal URL (Postgres / Key Value)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0147","runtime","Live service receives a request","open_file_descriptor_count > 0.8 * ulimit","Add '?sslmode=require' to DATABASE_URL; restart service","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0148","runtime","Live service receives a request","memory_growth_rate_MB_per_min > 5 (leak indicator)","Attach persistent disk; mount at app write path; migrate existing data","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0149","runtime","Live service receives a request","goroutine_count_growth_rate > 0 (leak indicator)","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0150","runtime","Live service throws uncaught exception","request_status_code is 2xx","Emit 5xx alert; capture stack trace; correlate with deploy_id (if recent) - consider rollback","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0151","runtime","Live service throws uncaught exception","request_status_code is 5xx (server error)","Emit 4xx metric; do not auto-rollback (client error, not platform)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0152","runtime","Live service throws uncaught exception","request_status_code is 4xx (client error)","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0153","runtime","Live service throws uncaught exception","uncaught_exception_count_last_5min > 0","Capture first exception line; correlate with recent deploy; if matches, rollback","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0154","runtime","Live service throws uncaught exception","process_resident_memory_MB > 90% of instance RAM","Restart instance (Render auto-restart); if persists, escalate to on-call","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0155","runtime","Live service throws uncaught exception","process_cpu_percent_avg_last_5min > 80","Scale out (increase instance count) to reduce per-instance load","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0156","runtime","Live service throws uncaught exception","outbound_response_time_ms > p99_threshold AND external service degraded","Scale in (decrease instance count) during off-peak to save cost","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0157","runtime","Live service throws uncaught exception","db_connection_pool_active >= 0.9 * pool_size","Open connection pool; add retry with backoff; release connections on error","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0158","runtime","Live service throws uncaught exception","db_query_duration_ms > 1000 for query X","Switch DB connection string to internal URL (Postgres / Key Value)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0159","runtime","Live service throws uncaught exception","db_error_log matches /SSL|sslmode|certificate/i","Add '?sslmode=require' to DATABASE_URL; restart service","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0160","runtime","Live service throws uncaught exception","fs_write_attempted_outside_disk_mount_path","Attach persistent disk; mount at app write path; migrate existing data","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0161","runtime","Live service throws uncaught exception","fs_read_attempted_at_/etc/secrets/<filename> (Docker image not injected)","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0162","runtime","Live service throws uncaught exception","last_inbound_request_time > 900s ago (15 min idle, free tier)","Ping service to keep it warm (avoid free-tier sleep) OR upgrade to always-on","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0163","runtime","Live service throws uncaught exception","first_request_after_idle AND instance_type == 'free' (50s cold start)","Suggest minInstances=2 (Pro+) or upgrade plan to avoid cold start","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0164","runtime","Live service throws uncaught exception","autoscale_metric_cpu > target_cpu_percent for >3m","Move heavy startup (model load) to a /ready gate; use /healthz as default","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0165","runtime","Live service throws uncaught exception","autoscale_metric_memory > target_memory_percent for >3m","Add 'try { ... } catch { res.status(500).send() }' around handler; redeploy","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0166","runtime","Live service throws uncaught exception","current_instance_count == maxInstances (scaling capped)","Patch handler to return non-empty 200 body; redeploy","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0167","runtime","Live service throws uncaught exception","outbound_ip_in_external_allowlist == false","Switch to stateless auth (JWT) OR add sticky sessions (Render private service)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0168","runtime","Live service throws uncaught exception","secret_files_combined_size_bytes > 1MB","Configure log forwarder to stdout/stderr; redeploy","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0169","runtime","Live service throws uncaught exception","ALLOWED_HOSTS contains request_host (Django check)","Truncate or paginate large query result; add LIMIT; redeploy","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0170","runtime","Live service throws uncaught exception","static_site_rewrite_rule covers request_path","Add file descriptor limit raise; close unused handles; redeploy","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0171","runtime","Live service throws uncaught exception","service_has_collectstatic_output AND static_files_served_from_disk","Add pprof endpoint (Pro+); capture heap; find leak; redeploy","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0172","runtime","Live service throws uncaught exception","open_port_count > 75 (private network limit)","Cap log line size client-side; log summary not full body; redeploy","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0173","runtime","Live service throws uncaught exception","service_type == 'background_worker' AND inbound_http_requested","Move long-poll to background worker (not web service); communicate via Redis","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0174","runtime","Live service throws uncaught exception","workspace created before 2022-01-23 AND region == 'oregon' (no fixed IP)","Implement exponential backoff on client reconnect; document for SDK users","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0175","runtime","Live service throws uncaught exception","cron_runtime > 15 min (Render cron hard limit)","Suggest upgrade to Starter ($7/mo) for always-on (free tier sleeps)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0176","runtime","Live service throws uncaught exception","cron_running AND previous_run_still_active (overlap)","Emit 'request_ok' metric; do not escalate","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0177","runtime","Live service throws uncaught exception","handler_returns_200 AND body_contains_stack_trace","Emit 5xx alert; capture stack trace; correlate with deploy_id (if recent) - consider rollback","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0178","runtime","Live service throws uncaught exception","handler_returns_200 AND body_is_empty","Emit 4xx metric; do not auto-rollback (client error, not platform)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0179","runtime","Live service throws uncaught exception","service_uses_session_cookies AND instance_count > 1 (no sticky sessions)","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0180","runtime","Live service throws uncaught exception","log_stream_contains_stderr_only (not /var/log) - good","Capture first exception line; correlate with recent deploy; if matches, rollback","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0181","runtime","Live service throws uncaught exception","log_stream_contains_/var/log path (not captured by Render)","Restart instance (Render auto-restart); if persists, escalate to on-call","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0182","runtime","Live service throws uncaught exception","log_line_size_bytes > 256KB (Render truncates)","Scale out (increase instance count) to reduce per-instance load","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0183","runtime","Live service throws uncaught exception","in_flight_request_duration > max_shutdown_delay_seconds (gets killed)","Scale in (decrease instance count) during off-peak to save cost","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0184","runtime","Live service throws uncaught exception","websocket_connection_during_deploy (no sticky = reconnect storm)","Open connection pool; add retry with backoff; release connections on error","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0185","runtime","Live service throws uncaught exception","first_request_after_cold_start AND free_tier == true","Switch DB connection string to internal URL (Postgres / Key Value)","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0186","runtime","Live service throws uncaught exception","query_result_row_count > 100000 (likely N+1 / unbounded select)","Add '?sslmode=require' to DATABASE_URL; restart service","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0187","runtime","Live service throws uncaught exception","open_file_descriptor_count > 0.8 * ulimit","Attach persistent disk; mount at app write path; migrate existing data","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0188","runtime","Live service throws uncaught exception","memory_growth_rate_MB_per_min > 5 (leak indicator)","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0189","runtime","Live service throws uncaught exception","goroutine_count_growth_rate > 0 (leak indicator)","Ping service to keep it warm (avoid free-tier sleep) OR upgrade to always-on","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0190","runtime","Live service returns HTTP 500","request_status_code is 2xx","Emit 4xx metric; do not auto-rollback (client error, not platform)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0191","runtime","Live service returns HTTP 500","request_status_code is 5xx (server error)","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0192","runtime","Live service returns HTTP 500","request_status_code is 4xx (client error)","Capture first exception line; correlate with recent deploy; if matches, rollback","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0193","runtime","Live service returns HTTP 500","uncaught_exception_count_last_5min > 0","Restart instance (Render auto-restart); if persists, escalate to on-call","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0194","runtime","Live service returns HTTP 500","process_resident_memory_MB > 90% of instance RAM","Scale out (increase instance count) to reduce per-instance load","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0195","runtime","Live service returns HTTP 500","process_cpu_percent_avg_last_5min > 80","Scale in (decrease instance count) during off-peak to save cost","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0196","runtime","Live service returns HTTP 500","outbound_response_time_ms > p99_threshold AND external service degraded","Open connection pool; add retry with backoff; release connections on error","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0197","runtime","Live service returns HTTP 500","db_connection_pool_active >= 0.9 * pool_size","Switch DB connection string to internal URL (Postgres / Key Value)","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0198","runtime","Live service returns HTTP 500","db_query_duration_ms > 1000 for query X","Add '?sslmode=require' to DATABASE_URL; restart service","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0199","runtime","Live service returns HTTP 500","db_error_log matches /SSL|sslmode|certificate/i","Attach persistent disk; mount at app write path; migrate existing data","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0200","runtime","Live service returns HTTP 500","fs_write_attempted_outside_disk_mount_path","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0201","runtime","Live service returns HTTP 500","fs_read_attempted_at_/etc/secrets/<filename> (Docker image not injected)","Ping service to keep it warm (avoid free-tier sleep) OR upgrade to always-on","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0202","runtime","Live service returns HTTP 500","last_inbound_request_time > 900s ago (15 min idle, free tier)","Suggest minInstances=2 (Pro+) or upgrade plan to avoid cold start","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0203","runtime","Live service returns HTTP 500","first_request_after_idle AND instance_type == 'free' (50s cold start)","Move heavy startup (model load) to a /ready gate; use /healthz as default","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0204","runtime","Live service returns HTTP 500","autoscale_metric_cpu > target_cpu_percent for >3m","Add 'try { ... } catch { res.status(500).send() }' around handler; redeploy","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0205","runtime","Live service returns HTTP 500","autoscale_metric_memory > target_memory_percent for >3m","Patch handler to return non-empty 200 body; redeploy","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0206","runtime","Live service returns HTTP 500","current_instance_count == maxInstances (scaling capped)","Switch to stateless auth (JWT) OR add sticky sessions (Render private service)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0207","runtime","Live service returns HTTP 500","outbound_ip_in_external_allowlist == false","Configure log forwarder to stdout/stderr; redeploy","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0208","runtime","Live service returns HTTP 500","secret_files_combined_size_bytes > 1MB","Truncate or paginate large query result; add LIMIT; redeploy","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0209","runtime","Live service returns HTTP 500","ALLOWED_HOSTS contains request_host (Django check)","Add file descriptor limit raise; close unused handles; redeploy","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0210","runtime","Live service returns HTTP 500","static_site_rewrite_rule covers request_path","Add pprof endpoint (Pro+); capture heap; find leak; redeploy","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0211","runtime","Live service returns HTTP 500","service_has_collectstatic_output AND static_files_served_from_disk","Cap log line size client-side; log summary not full body; redeploy","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0212","runtime","Live service returns HTTP 500","open_port_count > 75 (private network limit)","Move long-poll to background worker (not web service); communicate via Redis","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0213","runtime","Live service returns HTTP 500","service_type == 'background_worker' AND inbound_http_requested","Implement exponential backoff on client reconnect; document for SDK users","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
