"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"CO-0107","execute","Agent calls tools.execute(slug, params) for a known action","tool execution upstream returns 403 (insufficient scopes - re-consent user)","Use maxRetries=0 for non-idempotent writes (avoid duplicates per changelog)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0108","execute","Agent calls tools.execute(slug, params) for a known action","tool execution upstream returns 404 (resource not found - check params)","For non-idempotent writes, use idempotency keys at upstream if supported","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0109","execute","Agent calls tools.execute(slug, params) for a known action","tool execution upstream returns 422 (validation - check body)","Cache presigned URL for use within 1h TTL (default per changelog)","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0110","execute","Agent calls tools.execute(slug, params) for a known action","tool execution upstream returns 429 (rate limit - respect Retry-After)","Use structured error contract: data.status_code + data.message","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0111","execute","Agent calls tools.execute(slug, params) for a known action","tool execution times out (SDK default 1 min, configurable)","Log request_id from response for support triage","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0112","execute","Agent calls tools.execute(slug, params) for a known action","tool execution is non-idempotent write (POST) - SDK no longer retries (per changelog)","Re-prompt agent with clear error so it can correct and retry","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0113","execute","Agent calls tools.execute(slug, params) for a known action","tool execution is idempotent write (PUT / DELETE) - SDK auto-retries up to maxRetries","Move long-running tasks to async pattern (use trigger / webhook for completion)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0114","execute","Agent calls tools.execute(slug, params) for a known action","tool execution returns presigned file URL (1h TTL default per changelog)","For proxyExecute, do NOT set Authorization header (Composio injects)","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0115","execute","Agent calls tools.execute(slug, params) for a known action","tool execution returns structured error: data.status_code + data.message","Use relative endpoints in proxyExecute (avoid same-domain validation)","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0116","execute","Agent calls tools.execute(slug, params) for a known action","tool execution is retried by SDK (default 2x, configurable maxRetries)","Mark execution 'success'; return structured data to agent","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0117","execute","Agent calls tools.execute(slug, params) for a known action","tool execution has no connected account (No connected account error)","Retry with backoff (SDK default 2x; configurable)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0118","execute","Agent calls tools.execute(slug, params) for a known action","tool execution has INACTIVE connected account (will fail)","Capture upstream 4xx; surface 'client error' to agent (do not retry blindly)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0119","execute","Agent calls tools.execute(slug, params) for a known action","tool execution has EXPIRED connected account (will fail - re-auth user)","Capture upstream 5xx; retry with backoff per SDK policy","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0120","execute","Agent calls tools.execute(slug, params) for a known action","tool execution runs in background (async webhook for long task)","Trigger refresh on 401; if refresh fails, mark connection EXPIRED","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0121","execute","Agent calls tools.execute(slug, params) for a known action","tool execution has request_id in response (for support)","Surface 'insufficient scopes' to operator; re-consent user with new scopes","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0122","execute","Agent calls tools.execute(slug, params) for a known action","proxy execute sets Authorization header in parameters (overrides - 401)","Surface 'resource not found' to agent (params wrong, no retry)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0123","execute","Agent calls tools.execute(slug, params) for a known action","proxy execute endpoint is relative (preferred)","Surface 'validation error' to agent (body wrong, no retry)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0124","execute","Agent calls tools.execute(slug, params) for a known action","proxy execute endpoint is cross-domain absolute (rejected)","Honor upstream Retry-After header; backoff accordingly (Composio doesn't auto-retry)","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0125","execute","Agent calls tools.execute(slug, params) for a known action","proxy execute returns upstream status verbatim (no transform)","Increase SDK timeout for slow upstream (override per-request)","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0126","execute","Agent calls a tool slug that does not exist (404)","tool slug exists in catalog (case-sensitive SCREAMING_SNAKE_CASE)","Retry with backoff (SDK default 2x; configurable)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0127","execute","Agent calls a tool slug that does not exist (404)","tool slug does not exist (404 Tool not found)","Capture upstream 4xx; surface 'client error' to agent (do not retry blindly)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0128","execute","Agent calls a tool slug that does not exist (404)","tool input schema matches the params provided","Capture upstream 5xx; retry with backoff per SDK policy","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0129","execute","Agent calls a tool slug that does not exist (404)","tool input schema does NOT match (400 / 422)","Trigger refresh on 401; if refresh fails, mark connection EXPIRED","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0130","execute","Agent calls a tool slug that does not exist (404)","tool requires parameters the model omitted","Surface 'insufficient scopes' to operator; re-consent user with new scopes","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0131","execute","Agent calls a tool slug that does not exist (404)","tool parameters include extras the API rejects","Surface 'resource not found' to agent (params wrong, no retry)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0132","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 2xx (success)","Surface 'validation error' to agent (body wrong, no retry)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0133","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 4xx (client error - check params, scopes)","Honor upstream Retry-After header; backoff accordingly (Composio doesn't auto-retry)","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0134","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 5xx (transient - retry per SDK default)","Increase SDK timeout for slow upstream (override per-request)","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0135","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 401 (refresh now, mark EXPIRED if persistent)","Use maxRetries=0 for non-idempotent writes (avoid duplicates per changelog)","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0136","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 403 (insufficient scopes - re-consent user)","For non-idempotent writes, use idempotency keys at upstream if supported","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0137","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 404 (resource not found - check params)","Cache presigned URL for use within 1h TTL (default per changelog)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0138","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 422 (validation - check body)","Use structured error contract: data.status_code + data.message","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0139","execute","Agent calls a tool slug that does not exist (404)","tool execution upstream returns 429 (rate limit - respect Retry-After)","Log request_id from response for support triage","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0140","execute","Agent calls a tool slug that does not exist (404)","tool execution times out (SDK default 1 min, configurable)","Re-prompt agent with clear error so it can correct and retry","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0141","execute","Agent calls a tool slug that does not exist (404)","tool execution is non-idempotent write (POST) - SDK no longer retries (per changelog)","Move long-running tasks to async pattern (use trigger / webhook for completion)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0142","execute","Agent calls a tool slug that does not exist (404)","tool execution is idempotent write (PUT / DELETE) - SDK auto-retries up to maxRetries","For proxyExecute, do NOT set Authorization header (Composio injects)","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0143","execute","Agent calls a tool slug that does not exist (404)","tool execution returns presigned file URL (1h TTL default per changelog)","Use relative endpoints in proxyExecute (avoid same-domain validation)","Do not retry non-idempotent writes per changelog (use idempotency key instead)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0144","execute","Agent calls a tool slug that does not exist (404)","tool execution returns structured error: data.status_code + data.message","Mark execution 'success'; return structured data to agent","Re-auth user if 401 persists after refresh (token truly revoked)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0145","execute","Agent calls a tool slug that does not exist (404)","tool execution is retried by SDK (default 2x, configurable maxRetries)","Retry with backoff (SDK default 2x; configurable)","Surface 'tool not found' to agent (404 - tool slug wrong or deprecated)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0146","execute","Agent calls a tool slug that does not exist (404)","tool execution has no connected account (No connected account error)","Capture upstream 4xx; surface 'client error' to agent (do not retry blindly)","Page on-call; capture request_id; require human triage for non-retryable errors","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0147","execute","Agent calls a tool slug that does not exist (404)","tool execution has INACTIVE connected account (will fail)","Capture upstream 5xx; retry with backoff per SDK policy","Do not retry 4xx blindly (likely a code bug, not transient)","high","docs.composio.dev/docs/tools-direct/executing-tools; docs.composio.dev/docs/extending-sessions/proxy-execute; docs.composio.dev/reference/errors"
"CO-0148","api","Agent calls Composio REST API with x-api-key header","x-api-key header is present and valid (project-level key)","Treat response as success; update local cache; return result","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0149","api","Agent calls Composio REST API with x-api-key header","x-org-api-key header is present and valid (org-level key)","Backoff per Retry-After header; re-queue request","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0150","api","Agent calls Composio REST API with x-api-key header","API key is missing (401 AuthenticationError)","Re-auth (rotate API key) and retry; if still 401, surface to operator","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0151","api","Agent calls Composio REST API with x-api-key header","API key is malformed (401)","Surface 'permission denied' to operator; check key role / org scope","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0152","api","Agent calls Composio REST API with x-api-key header","API key has been revoked (401)","Surface 404 details to operator (resource vs scope)","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0153","api","Agent calls Composio REST API with x-api-key header","API key has insufficient org scope (403 PermissionDeniedError)","Re-validate input; surface 422 details to operator; halt","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0154","api","Agent calls Composio REST API with x-api-key header","response.status_code == 200 (success)","Retry with exponential backoff (3x max, jittered) on 5xx / 408 / 409 / network","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0155","api","Agent calls Composio REST API with x-api-key header","response.status_code == 400 (BadRequestError - check body schema)","Use maxRetries=0 for non-idempotent operations (avoid duplicates)","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0156","api","Agent calls Composio REST API with x-api-key header","response.status_code == 401 (AuthenticationError)","Configure timeout per-request (default 1 min) for slow upstream","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0157","api","Agent calls Composio REST API with x-api-key header","response.status_code == 403 (PermissionDeniedError)","Include x-request-id in support tickets","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0158","api","Agent calls Composio REST API with x-api-key header","response.status_code == 404 (NotFoundError)","Bucket calls to plan-specific rate limit (free / dev / enterprise)","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0159","api","Agent calls Composio REST API with x-api-key header","response.status_code == 422 (UnprocessableEntityError - validation)","Honor X-RateLimit-* headers (Remaining, Reset)","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0160","api","Agent calls Composio REST API with x-api-key header","response.status_code == 429 (RateLimitError - backoff with jitter)","Use SDK's built-in retry policy (exponential backoff) for transient errors","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0161","api","Agent calls Composio REST API with x-api-key header","response.status_code in 5xx (InternalServerError - retry per SDK)","Treat response as success; update local cache; return result","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0162","api","Agent calls Composio REST API with x-api-key header","response is APIConnectionError (network, DNS, TLS failure)","Backoff per Retry-After header; re-queue request","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0163","api","Agent calls Composio REST API with x-api-key header","response is APIConnectionTimeoutError (default 1 min)","Re-auth (rotate API key) and retry; if still 401, surface to operator","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0164","api","Agent calls Composio REST API with x-api-key header","retry-after header is present (seconds to wait)","Surface 'permission denied' to operator; check key role / org scope","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0165","api","Agent calls Composio REST API with x-api-key header","x-request-id header is present (for support ticket)","Surface 404 details to operator (resource vs scope)","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0166","api","Agent calls Composio REST API with x-api-key header","SDK auto-retries 408 / 409 / 429 / 5xx / APIConnectionError up to maxRetries (default 2)","Re-validate input; surface 422 details to operator; halt","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0167","api","Agent calls Composio REST API with x-api-key header","SDK exponential backoff between retries (built-in)","Retry with exponential backoff (3x max, jittered) on 5xx / 408 / 409 / network","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0168","api","Agent calls Composio REST API with x-api-key header","configurable maxRetries: 0 to disable (use for non-idempotent)","Use maxRetries=0 for non-idempotent operations (avoid duplicates)","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0169","api","Agent calls Composio REST API with x-api-key header","configurable timeout per-request (overrides 1 min default)","Configure timeout per-request (default 1 min) for slow upstream","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0170","api","Agent calls Composio REST API with x-api-key header","rate limit headers (X-RateLimit-*) indicate quota state","Include x-request-id in support tickets","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0171","api","Agent calls Composio REST API with x-org-api-key header","x-api-key header is present and valid (project-level key)","Backoff per Retry-After header; re-queue request","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0172","api","Agent calls Composio REST API with x-org-api-key header","x-org-api-key header is present and valid (org-level key)","Re-auth (rotate API key) and retry; if still 401, surface to operator","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0173","api","Agent calls Composio REST API with x-org-api-key header","API key is missing (401 AuthenticationError)","Surface 'permission denied' to operator; check key role / org scope","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0174","api","Agent calls Composio REST API with x-org-api-key header","API key is malformed (401)","Surface 404 details to operator (resource vs scope)","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0175","api","Agent calls Composio REST API with x-org-api-key header","API key has been revoked (401)","Re-validate input; surface 422 details to operator; halt","Halt all API activity for this token; require operator review","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0176","api","Agent calls Composio REST API with x-org-api-key header","API key has insufficient org scope (403 PermissionDeniedError)","Retry with exponential backoff (3x max, jittered) on 5xx / 408 / 409 / network","Page on-call; do not retry 5xx blindly past 3 attempts","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0177","api","Agent calls Composio REST API with x-org-api-key header","response.status_code == 200 (success)","Use maxRetries=0 for non-idempotent operations (avoid duplicates)","Surface 'rate limited' to operator; switch to higher tier or backoff longer","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0178","api","Agent calls Composio REST API with x-org-api-key header","response.status_code == 400 (BadRequestError - check body schema)","Configure timeout per-request (default 1 min) for slow upstream","Do not retry 401 / 403 blindly (auth issue, not transient)","medium","docs.composio.dev/reference; docs.composio.dev/reference/errors; docs.composio.dev/docs/troubleshooting/api; npmjs.com/package/@composio/client"
"CO-0179","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger slug exists in catalog (e.g. GITHUB_COMMIT_EVENT)","Enable the trigger for the user (now events flow to subscription/webhook)","Page on-call; capture delivery_id; require human triage for unknown trigger types","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0180","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger is created for a user with ACTIVE connected account","Pin toolkit version on SDK init for stable payload parsing","Do not process payload with unknown type (log and ack 200 to avoid retry storm)","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0181","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger is created for a user with 0 connected accounts (no events delivered)","Use connected_account_id override to pick a specific account","Do not block webhook response on slow downstream (move to async worker)","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0182","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger is pinned to a specific toolkit version","Parse V3 envelope (metadata + data) per current docs","Page on-call; capture delivery_id; require human triage for unknown trigger types","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0183","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger is on default 'latest' toolkit version (may break parsing across upgrades)","Migrate from V1/V2 envelope to V3 (new orgs default to V3)","Do not process payload with unknown type (log and ack 200 to avoid retry storm)","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0184","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger has multiple connected accounts; first active is used","Route on triggerSlug to handle each event type","Do not block webhook response on slow downstream (move to async worker)","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0185","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger has connected_account_id override (picks specific account)","Use delivery_id for idempotency (Redis SET with TTL)","Page on-call; capture delivery_id; require human triage for unknown trigger types","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0186","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger fires and produces V3 envelope payload (metadata + data)","Truncate / paginate large payloads before downstream processing","Do not process payload with unknown type (log and ack 200 to avoid retry storm)","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
"CO-0187","triggers","Operator enables a trigger (e.g. GITHUB_COMMIT_EVENT) for a user","trigger fires and produces V1/V2 envelope (legacy org)","Disable trigger instance (no events delivered) - reversible","Do not block webhook response on slow downstream (move to async worker)","high","docs.composio.dev/docs/triggers; docs.composio.dev/docs/setting-up-triggers/creating-triggers; docs.composio.dev/docs/setting-up-triggers/subscribing-to-events"
