"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"GH-0110","webhook","GitHub delivers a push event webhook to receiver","X-Hub-Signature-256 HMAC does NOT match (secret wrong, body modified, encoding)","Use X-GitHub-Event header to route payload to handler","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0111","webhook","GitHub delivers a push event webhook to receiver","X-Hub-Signature (legacy SHA-1) is present (deprecated, fall back to SHA-256 verify)","Enqueue payload and ACK within 100ms (Verify -> Enqueue -> ACK pattern)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0112","webhook","GitHub delivers a push event webhook to receiver","X-GitHub-Event header indicates the event type (push, pull_request, etc.)","Return 200 fast (process async); GitHub won't retry","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0113","webhook","GitHub delivers a push event webhook to receiver","X-GitHub-Delivery is a valid GUID (use for idempotency dedup)","Return 4xx if signature invalid (GitHub won't retry, mark failed)","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0114","webhook","GitHub delivers a push event webhook to receiver","X-GitHub-Hook-ID is present (for tracking)","Return 5xx on transient error (GitHub retries with backoff)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0115","webhook","GitHub delivers a push event webhook to receiver","X-GitHub-Hook-Installation-Target-Type is present","Log the X-GitHub-Delivery GUID for traceability (no PII / no payload data in logs)","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0116","webhook","GitHub delivers a push event webhook to receiver","request Content-Type is application/json (per webhook config)","Allow GitHub's published IP ranges through firewall (pulled from /meta periodically)","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0117","webhook","GitHub delivers a push event webhook to receiver","request Content-Type is application/x-www-form-urlencoded (alternative)","Add HTTPS endpoint with valid cert (Let's Encrypt recommended)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0118","webhook","GitHub delivers a push event webhook to receiver","request body has been modified by a proxy / load balancer (HMAC breaks)","Expose via tunnel (ngrok, cloudflared) for local dev (not production)","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0119","webhook","GitHub delivers a push event webhook to receiver","response.status_code is 2xx (GitHub marks delivery as 'delivered')","Add X-Hub-Signature-256 + secret (HMAC-SHA256) per docs","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0120","webhook","GitHub delivers a push event webhook to receiver","response.status_code is non-2xx (GitHub marks as 'failed', retries with backoff)","Do NOT use plain '==' for HMAC compare (use crypto.timingSafeEqual)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0121","webhook","GitHub delivers a push event webhook to receiver","response.time_ms < 10000 (GitHub timeout, must respond fast)","Reject SHA-1 only headers (deprecate X-Hub-Signature in favor of -256)","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0122","webhook","GitHub delivers a push event webhook to receiver","response.time_ms > 10000 (GitHub times out, delivery marked failed)","Rotate webhook secret with overlap (old secret valid for N days)","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0123","webhook","GitHub delivers a push event webhook to receiver","endpoint is on localhost / 127.0.0.1 (GitHub can't deliver)","Idempotently process events; rely on delivery_id dedup","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0124","webhook","GitHub delivers a push event webhook to receiver","endpoint DNS does not resolve (GitHub retries, then marks failed)","Process events idempotently: if state-change already applied, no-op","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0125","webhook","GitHub delivers a push event webhook to receiver","endpoint cert is self-signed / expired / incomplete chain (TLS verify fails)","Move heavy work to async worker; respond 202 Accepted","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0126","webhook","GitHub delivers a push event webhook to receiver","endpoint IP is not in firewall allowlist (GitHub publishes IP ranges via /meta)","Tune timeout to return 2xx in < 10s (GitHub gives up after 10s)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0127","webhook","GitHub delivers a push event webhook to receiver","webhook is configured with active=false (no events fire)","Configure Content-Type: application/json on the webhook","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0128","webhook","GitHub delivers a push event webhook to receiver","webhook secret is missing (no signature header sent, must verify via TLS only)","Decode JSON body before HMAC verify (or buffer raw body for HMAC, then parse)","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0129","webhook","GitHub delivers a push event webhook to receiver","receiver is idempotent (delivery_id dedup works)","Buffer raw request body (don't let framework parse before HMAC)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0130","webhook","GitHub delivers a push event webhook to receiver","receiver is non-idempotent (duplicate = duplicate side effect, e.g. double charge)","Validate X-Hub-Signature-256 with constant-time compare; on match, process","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0131","webhook","GitHub delivers a push event webhook to receiver","receiver uses 'Verify -> Enqueue -> ACK' (returns 200 < 100ms, processes async)","Use X-GitHub-Delivery GUID for idempotency dedup (Redis set with TTL)","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0132","webhook","GitHub delivers a push event webhook to receiver","receiver does heavy work synchronously (times out, GitHub retries, event duplicated)","Use X-GitHub-Event header to route payload to handler","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0133","webhook","GitHub delivers a pull_request event webhook","request has X-Hub-Signature-256 header","Use X-GitHub-Delivery GUID for idempotency dedup (Redis set with TTL)","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0134","webhook","GitHub delivers a pull_request event webhook","X-Hub-Signature-256 HMAC matches stored webhook secret (using crypto.timingSafeEqual)","Use X-GitHub-Event header to route payload to handler","Do not process (endpoint down); rely on GitHub's retry policy","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0135","webhook","GitHub delivers a pull_request event webhook","X-Hub-Signature-256 HMAC does NOT match (secret wrong, body modified, encoding)","Enqueue payload and ACK within 100ms (Verify -> Enqueue -> ACK pattern)","Page on-call; do not bypass signature check for any reason","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0136","webhook","GitHub delivers a pull_request event webhook","X-Hub-Signature (legacy SHA-1) is present (deprecated, fall back to SHA-256 verify)","Return 200 fast (process async); GitHub won't retry","Do not process (signature failed); log delivery_id for triage","high","docs.github.com/webhooks/using-webhooks/validating-webhook-deliveries; docs.github.com/webhooks/testing-and-troubleshooting-webhooks/troubleshooting-webhooks"
"GH-0137","branch","A pull request is opened against a protected branch","branch is in protected branches list (branch protection rules applied)","Merge the PR (squash / rebase / merge-commit per repo policy)","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0138","branch","A pull request is opened against a protected branch","branch is covered by a ruleset (rulesets supersede branch protection in some orgs)","Mark PR as mergeable; show 'Merge' button","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0139","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' has conclusion == 'success' on PR head SHA","Block merge; show 'X approval required' to operator","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0140","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' has conclusion == 'failure'","Block merge; show 'Y check failed' to operator; link to failed check","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0141","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' has conclusion == 'pending' (waiting)","Block merge; suggest fix for failed check (link to docs)","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0142","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' was skipped (path filter excluded file)","Suggest enabling auto-merge so PR merges when all requirements met","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0143","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' ran on PR head but not on base branch (not selectable)","Enable auto-merge on this PR; will fire when requirements met","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0144","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' ran successfully on base branch in last 7 days","Disable auto-merge (new commit from non-write user)","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0145","branch","A pull request is opened against a protected branch","required_status_check 'CI / build' has not run on base branch in 7+ days (forgotten)","Re-run the failed required check (gh run rerun <run-id>)","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0146","branch","A pull request is opened against a protected branch","PR has N approvals where N >= required_approvals","Suggest push of new commit to dismiss stale approvals (if needed)","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0147","branch","A pull request is opened against a protected branch","PR has N approvals from CODEOWNERS for changed paths","Suggest CODEOWNERS review by triggering @-mention","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0148","branch","A pull request is opened against a protected branch","PR has N-1 approvals (one short)","Suggest rebase onto base branch (Resolve conflicts button)","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0149","branch","A pull request is opened against a protected branch","approving review is dismissed (new commit pushed after review)","Mark PR as 'conflicts' - manual resolution needed","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0150","branch","A pull request is opened against a protected branch","approving review is from PR author (not allowed)","Mark PR as 'up to date' - merge can proceed (loose mode)","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0151","branch","A pull request is opened against a protected branch","unresolved conversation threads == 0 (conversation resolution required)","Add PR to merge queue; will merge when group checks pass","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0152","branch","A pull request is opened against a protected branch","unresolved conversation threads > 0 (merge blocked)","Remove from queue (conflicts with group); show reason in PR timeline","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0153","branch","A pull request is opened against a protected branch","PR head branch commits are all signed (GPG/SSH/Sigstore)","Block merge; show 'merge_group event not in workflow' - add trigger","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0154","branch","A pull request is opened against a protected branch","PR head branch has unsigned commit (merge blocked)","Suggest rebase or squash on local; force-push to head branch","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0155","branch","A pull request is opened against a protected branch","PR has merge conflict with base (merge button disabled)","Suggest operator unblock admin bypass (if allowed) - audit-logged","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0156","branch","A pull request is opened against a protected branch","PR is up to date with base (loose: passes, strict: passes)","Suggest signed commits: setup GPG/SSH key for the actor","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0157","branch","A pull request is opened against a protected branch","PR is NOT up to date with base (strict mode: merge blocked)","Mark PR 'ready for review' if draft -> ready","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0158","branch","A pull request is opened against a protected branch","PR contains merge commit (linear history required: blocked)","Convert PR to draft (if work-in-progress)","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0159","branch","A pull request is opened against a protected branch","PR contains merge commit (linear history NOT required: ok)","Suggest push of new commit to re-trigger required checks","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0160","branch","A pull request is opened against a protected branch","rebasing is disabled in repo settings (operator chose squash only)","Merge the PR (squash / rebase / merge-commit per repo policy)","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0161","branch","A pull request is opened against a protected branch","auto-merge is enabled in repo settings","Mark PR as mergeable; show 'Merge' button","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0162","branch","A pull request is opened against a protected branch","auto-merge is enabled on this PR AND all requirements met (will merge)","Block merge; show 'X approval required' to operator","Page on-call; do not auto-merge a PR that fails required checks","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0163","branch","A pull request is opened against a protected branch","auto-merge is enabled on this PR AND new commit pushed by non-write user (auto-merge disabled)","Block merge; show 'Y check failed' to operator; link to failed check","Lock the branch if compromised (force-push detected)","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0164","branch","A pull request is opened against a protected branch","merge queue is enabled AND PR added to queue","Block merge; suggest fix for failed check (link to docs)","Do not bypass branch protection; require operator to fix the rule","high","docs.github.com/repositories/configuring-branches-and-merges-in-your-repository/managing-protected-branches/about-protected-branches; docs.github.com/en/pull-requests/.../troubleshooting-required-status-checks; docs.github.com/en/repositories/.../managing-a-merge-queue"
"GH-0165","secretscan","git push contains a pattern matched by secret scanning","git push content matches a secret scanning pattern (519 supported patterns)","Block the push; provide instructions to remove the secret","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0166","secretscan","git push contains a pattern matched by secret scanning","git push is to a public repo on github.com (push protection on by default for users)","Remove the secret from code; rotate the credential at the provider","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0167","secretscan","git push contains a pattern matched by secret scanning","repo has push protection enabled (org-level or repo-level)","Bypass the push (if user has bypass role); commit with 'skip-secret-scanning:true'","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0168","secretscan","git push contains a pattern matched by secret scanning","push contains > 5 new secrets (only first 5 reported in push protection)","Use environment variable / secret store instead of hardcoding","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0169","secretscan","git push contains a pattern matched by secret scanning","push contains > 1000 existing secrets (push protection does not block)","Use OIDC federated identity instead of long-lived tokens","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0170","secretscan","git push contains a pattern matched by secret scanning","push size > 50MB on public repo (push protection skipped)","Rotate the leaked credential at the provider (Cloud, AWS, Stripe, etc.)","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0171","secretscan","git push contains a pattern matched by secret scanning","detected secret has a validity check AND is active (CRITICAL - rotate now)","Audit provider logs for misuse of the leaked credential","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0172","secretscan","git push contains a pattern matched by secret scanning","detected secret has a validity check AND is inactive (already revoked)","Purge from git history (BFG / git filter-repo); force-push; rotate again","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0173","secretscan","git push contains a pattern matched by secret scanning","detected secret is a pair pattern (e.g. AWS access+secret) in same file","If pair pattern split across files: still consider rotating","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0174","secretscan","git push contains a pattern matched by secret scanning","pair pattern split across files (not detected, lower false positives)","If partner pattern: provider notified (e.g. AWS, Stripe) for revocation","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0175","secretscan","git push contains a pattern matched by secret scanning","secret is legacy / old format (push protection may not block, alert may not fire)","If custom pattern: report to org security team (matches org-specific format)","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0176","secretscan","git push contains a pattern matched by secret scanning","user has 'designated bypasser' role for this secret type (can bypass)","If validity check shows inactive: no action needed (already revoked)","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0177","secretscan","git push contains a pattern matched by secret scanning","bypass request was created and approved","If validity check shows active: URGENT - rotate + purge from history","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0178","secretscan","git push contains a pattern matched by secret scanning","commit message contains 'skip-secret-scanning:true' (bypass on push)","Enable push protection at org level (if not enabled)","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0179","secretscan","git push contains a pattern matched by secret scanning","secret scanning not enabled on private repo (GHAS / GHSP not active)","Enable secret scanning at org level (if not enabled - GHAS / GHSP)","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0180","secretscan","git push contains a pattern matched by secret scanning","secret scanning user alerts visible in Security tab","Add designated bypasser role for the secret type (if expected false positives)","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0181","secretscan","git push contains a pattern matched by secret scanning","secret scanning partner alert (e.g. AWS) sent to vendor for revocation","Limit push protection to high-confidence patterns (reduces false positives)","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0182","secretscan","git push contains a pattern matched by secret scanning","detected secret is a Copilot-detected generic password (no validity check)","Block the push; provide instructions to remove the secret","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0183","secretscan","git push contains a pattern matched by secret scanning","custom secret pattern defined at org/enterprise level","Remove the secret from code; rotate the credential at the provider","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0184","secretscan","git push is > 50MB on public repo (push protection skipped)","git push content matches a secret scanning pattern (519 supported patterns)","Remove the secret from code; rotate the credential at the provider","Refuse to bypass; require operator to remove the secret","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0185","secretscan","git push is > 50MB on public repo (push protection skipped)","git push is to a public repo on github.com (push protection on by default for users)","Bypass the push (if user has bypass role); commit with 'skip-secret-scanning:true'","Page on-call; require immediate rotation if active validity check","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
"GH-0186","secretscan","git push is > 50MB on public repo (push protection skipped)","repo has push protection enabled (org-level or repo-level)","Use environment variable / secret store instead of hardcoding","Block all pushes until secret is removed from history","critical","docs.github.com/en/code-security/concepts/secret-security/push-protection; docs.github.com/en/code-security/reference/secret-security/supported-secret-scanning-patterns"
